Compound.and.Iso.name,iso.mz,RT..min.,z,Column,Compound.Name,Emperical.Formula,m.z,C,N,this.N,possibilities,names.isotopes,X,Compound.Type,Compound.Name_old,Compound.Name_figure,QE.LinRange,QE.RF.ratio,QE.RSD,TQS.LinRange,TQS.RF.ratio,TQS.RSD,ionization_form,C0,Fraction1,Fraction2,Conc..uM,HILICMix,Date.added,CHEBI,KEGGNAME
Chitobiose_13C-3 15N-0,428.1872,10.21,1,HILIC,Chitobiose,C16H28N2O11,425.177138,16,N2,2,51,13C-3 15N-0,168,Amino sugar,Chitobiose,Chitobiose,100 - >10000,0.434,25.7,<10 - >10000,0.299,20.1,[M+H],cpd:C01674,HILICPos,NA,4,Mix2,160401,CHEBI:28681,"Chitobiose; Diacetylchitobiose; N,N'-Diacetylchitobiose"
Chitobiose_13C-3 15N-1,429.184236,10.21,1,HILIC,Chitobiose,C16H28N2O11,425.177138,16,N2,2,51,13C-3 15N-1,168,Amino sugar,Chitobiose,Chitobiose,100 - >10000,0.434,25.7,<10 - >10000,0.299,20.1,[M+H],cpd:C01674,HILICPos,NA,4,Mix2,160401,CHEBI:28681,"Chitobiose; Diacetylchitobiose; N,N'-Diacetylchitobiose"
Chitobiose_13C-4 15N-0,429.190554,10.21,1,HILIC,Chitobiose,C16H28N2O11,425.177138,16,N2,2,51,13C-4 15N-0,168,Amino sugar,Chitobiose,Chitobiose,100 - >10000,0.434,25.7,<10 - >10000,0.299,20.1,[M+H],cpd:C01674,HILICPos,NA,4,Mix2,160401,CHEBI:28681,"Chitobiose; Diacetylchitobiose; N,N'-Diacetylchitobiose"
Chitobiose_13C-4 15N-1,430.18759,10.21,1,HILIC,Chitobiose,C16H28N2O11,425.177138,16,N2,2,51,13C-4 15N-1,168,Amino sugar,Chitobiose,Chitobiose,100 - >10000,0.434,25.7,<10 - >10000,0.299,20.1,[M+H],cpd:C01674,HILICPos,NA,4,Mix2,160401,CHEBI:28681,"Chitobiose; Diacetylchitobiose; N,N'-Diacetylchitobiose"
Chitobiose_13C-5 15N-0,430.193908,10.21,1,HILIC,Chitobiose,C16H28N2O11,425.177138,16,N2,2,51,13C-5 15N-0,168,Amino sugar,Chitobiose,Chitobiose,100 - >10000,0.434,25.7,<10 - >10000,0.299,20.1,[M+H],cpd:C01674,HILICPos,NA,4,Mix2,160401,CHEBI:28681,"Chitobiose; Diacetylchitobiose; N,N'-Diacetylchitobiose"
Chitobiose_13C-5 15N-1,431.190944,10.21,1,HILIC,Chitobiose,C16H28N2O11,425.177138,16,N2,2,51,13C-5 15N-1,168,Amino sugar,Chitobiose,Chitobiose,100 - >10000,0.434,25.7,<10 - >10000,0.299,20.1,[M+H],cpd:C01674,HILICPos,NA,4,Mix2,160401,CHEBI:28681,"Chitobiose; Diacetylchitobiose; N,N'-Diacetylchitobiose"
Glutathione_13C-0 15N-0,308.091634,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-0 15N-0,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-0 15N-1,309.08867,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-0 15N-1,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-1 15N-0,309.094988,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-1 15N-0,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-1 15N-1,310.092024,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-1 15N-1,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-2 15N-0,310.098342,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-2 15N-0,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-2 15N-1,311.095378,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-2 15N-1,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-3 15N-0,311.101696,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-3 15N-0,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-3 15N-1,312.098732,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-3 15N-1,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-4 15N-0,312.10505,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-4 15N-0,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-4 15N-1,313.102086,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-4 15N-1,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-5 15N-0,313.108404,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-5 15N-0,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-5 15N-1,314.10544,12,1,HILIC,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-5 15N-1,209,Antioxidant,Glutathione,Glutathione,100 - >10000,0.112,23.3,20 - >10000,0.143,19.1,[M+H],cpd:C00051,HILICPos,NA,4,Mix1,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Sarcosine_13C-0 15N-0,90.055504,10.6,1,HILIC,Sarcosine,C3H7NO2,90.055504,3,N,1,8,13C-0 15N-0,281,Glycine metabolite,Sarcosine,Sarcosine,1000 - >10000,0.628,28,20 - 1000,0.397,5.8,[M+H],cpd:C00213,HILICPos,NA,4,Mix2,160401,CHEBI:15611,Sarcosine; N-Methylglycine
Sarcosine_13C-0 15N-1,91.05254,10.6,1,HILIC,Sarcosine,C3H7NO2,90.055504,3,N,1,8,13C-0 15N-1,281,Glycine metabolite,Sarcosine,Sarcosine,1000 - >10000,0.628,28,20 - 1000,0.397,5.8,[M+H],cpd:C00213,HILICPos,NA,4,Mix2,160401,CHEBI:15611,Sarcosine; N-Methylglycine
Sarcosine_13C-1 15N-0,91.058858,10.6,1,HILIC,Sarcosine,C3H7NO2,90.055504,3,N,1,8,13C-1 15N-0,281,Glycine metabolite,Sarcosine,Sarcosine,1000 - >10000,0.628,28,20 - 1000,0.397,5.8,[M+H],cpd:C00213,HILICPos,NA,4,Mix2,160401,CHEBI:15611,Sarcosine; N-Methylglycine
Sarcosine_13C-1 15N-1,92.055894,10.6,1,HILIC,Sarcosine,C3H7NO2,90.055504,3,N,1,8,13C-1 15N-1,281,Glycine metabolite,Sarcosine,Sarcosine,1000 - >10000,0.628,28,20 - 1000,0.397,5.8,[M+H],cpd:C00213,HILICPos,NA,4,Mix2,160401,CHEBI:15611,Sarcosine; N-Methylglycine
Sarcosine_13C-2 15N-0,92.062212,10.6,1,HILIC,Sarcosine,C3H7NO2,90.055504,3,N,1,8,13C-2 15N-0,281,Glycine metabolite,Sarcosine,Sarcosine,1000 - >10000,0.628,28,20 - 1000,0.397,5.8,[M+H],cpd:C00213,HILICPos,NA,4,Mix2,160401,CHEBI:15611,Sarcosine; N-Methylglycine
Sarcosine_13C-2 15N-1,93.059248,10.6,1,HILIC,Sarcosine,C3H7NO2,90.055504,3,N,1,8,13C-2 15N-1,281,Glycine metabolite,Sarcosine,Sarcosine,1000 - >10000,0.628,28,20 - 1000,0.397,5.8,[M+H],cpd:C00213,HILICPos,NA,4,Mix2,160401,CHEBI:15611,Sarcosine; N-Methylglycine
Sarcosine_13C-3 15N-0,93.065566,10.6,1,HILIC,Sarcosine,C3H7NO2,90.055504,3,N,1,8,13C-3 15N-0,281,Glycine metabolite,Sarcosine,Sarcosine,1000 - >10000,0.628,28,20 - 1000,0.397,5.8,[M+H],cpd:C00213,HILICPos,NA,4,Mix2,160401,CHEBI:15611,Sarcosine; N-Methylglycine
Sarcosine_13C-3 15N-1,94.062602,10.6,1,HILIC,Sarcosine,C3H7NO2,90.055504,3,N,1,8,13C-3 15N-1,281,Glycine metabolite,Sarcosine,Sarcosine,1000 - >10000,0.628,28,20 - 1000,0.397,5.8,[M+H],cpd:C00213,HILICPos,NA,4,Mix2,160401,CHEBI:15611,Sarcosine; N-Methylglycine
NA,NA,11.3,1,HILIC,"DL-Alanine, 2H3",C3H4D3NO2,93.0738,NA,NA,NA,NA,NA,188,Internal Standard,"DL-Alanine, D3","DL-Alanine, 2H3",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,5,NA,160401,NA,NA
NA,NA,11.45,1,HILIC,"DL-Histidine, 15N",C6H9N3N(15)O2,157.0738,NA,NA,NA,NA,NA,189,Internal Standard,"DL-Histidine, 15N","DL-Histidine, 15N",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,2.5,NA,160401,NA,NA
NA,NA,9.49,1,HILIC,"DL-Proline, 2H7",C5H3D7NO2,123.1145,NA,NA,NA,NA,NA,190,Internal Standard,"DL-Proline, D7","DL-Proline, 2H7",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,1,NA,170301,NA,NA
NA,NA,9.09,1,HILIC,"DL-Valine, 2H8",C5H4D8NO2,126.1365,NA,NA,NA,NA,NA,191,Internal Standard,"DL-Valine, D8","DL-Valine, 2H8",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,1,NA,170301,NA,NA
NA,NA,8.17,1,HILIC,"L-Isoleucine, 15N",C6H13N(15)O2,133.0989,NA,NA,NA,NA,NA,242,Internal Standard,"L-Isoleucine, 15N","L-Isoleucine, 15N",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,0.5,NA,160401,NA,NA
NA,NA,7.96,1,HILIC,"L-Methionine, 2H3",C5D3H8NO2S,153.0771,NA,NA,NA,NA,NA,243,Internal Standard,"L-Methionine, D3","L-Methionine, 2H3",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,1,NA,160401,NA,NA
NA,NA,7.27,1,HILIC,"Glycine betaine, 13C5, 15N",C(13)5H11N(15)O2,124.1006,NA,NA,NA,NA,NA,364,Internal Standard,"Betaine, 13C5-15N","Glycine betaine, 13C5, 15N",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,1,NA,190514,NA,NA
NA,NA,4.64,1,HILIC,"Adenine, 15N2",C5H5N(15)2N3,138.0564,NA,NA,NA,NA,NA,365,Internal Standard,"Adenine, 15N2","Adenine, 15N2",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,1,NA,190514,NA,NA
NA,NA,6.82,1,HILIC,"Cytosine, 13C2, 15N3",C(13)2C2H5N(15)3O,117.0489,NA,NA,NA,NA,NA,366,Internal Standard,"Cytosine, 13C2-15N3","Cytosine, 13C2, 15N3",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,2,NA,190514,NA,NA
NA,NA,8.18,1,HILIC,"Guanine, 13C, 15N2",C(13)C4H5N(15)2N3O,155.0547,NA,NA,NA,NA,NA,367,Internal Standard,"Guanine, 13C-15N2","Guanine, 13C, 15N2",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,2,NA,190514,NA,NA
NA,NA,7.24,1,HILIC,"Arsenobetaine, 13C2",C(13)2C3H12AsO2,181.0114,NA,NA,NA,NA,NA,382,Internal Standard,"Arsenobetaine, 13C2","Arsenobetaine, 13C2",NA,NA,NA,NA,NA,NA,[M+H],NA,HILICPos,NA,1,NA,190715,NA,NA
Ethyl aminobenzoate_13C-0 15N-0,166.086804,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-0 15N-0,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-0 15N-1,167.08384,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-0 15N-1,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-1 15N-0,167.090158,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-1 15N-0,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-1 15N-1,168.087194,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-1 15N-1,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-2 15N-0,168.093512,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-2 15N-0,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-2 15N-1,169.090548,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-2 15N-1,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-3 15N-0,169.096866,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-3 15N-0,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-3 15N-1,170.093902,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-3 15N-1,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-4 15N-0,170.10022,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-4 15N-0,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-4 15N-1,171.097256,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-4 15N-1,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-5 15N-0,171.103574,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-5 15N-0,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
Ethyl aminobenzoate_13C-5 15N-1,172.10061,2.01,1,HILIC,Ethyl aminobenzoate,C9H11NO2,166.086804,9,N,1,20,13C-5 15N-1,197,Lignin,Ethyl 3 aminobenzoate,Ethyl aminobenzoate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C07527,HILICPos,NA,NA,NA,NA,CHEBI:116735,Benzocaine; Ethyl aminobenzoate
 L-Arginosuccinic acid_13C-0 15N-0,291.13046,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-0 15N-0,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-0 15N-1,292.127496,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-0 15N-1,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-1 15N-0,292.133814,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-1 15N-0,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-1 15N-1,293.13085,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-1 15N-1,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-2 15N-0,293.137168,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-2 15N-0,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-2 15N-1,294.134204,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-2 15N-1,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-3 15N-0,294.140522,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-3 15N-0,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-3 15N-1,295.137558,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-3 15N-1,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-4 15N-0,295.143876,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-4 15N-0,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-4 15N-1,296.140912,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-4 15N-1,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-5 15N-0,296.14723,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-5 15N-0,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
 L-Arginosuccinic acid_13C-5 15N-1,297.144266,13.69,1,HILIC, L-Arginosuccinic acid,C10H18N4O6,291.13046,10,N4,4,55,13C-5 15N-1,159,New,Argininosuccinic Acid,Argininosuccinate,NA,NA,NA,NA,NA,NA,[M+H],cpd:C03406,HILICPos,NA,4,Mix1,170331,CHEBI:15682,N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
Carnitine_13C-0 15N-0,162.113019,10.21,1,HILIC,Carnitine,C7H15NO3,162.113019,7,N,1,16,13C-0 15N-0,166,New,Carnitine,Carnitine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00487,HILICPos,NA,1,Mix1,170331,CHEBI:17126,Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
Carnitine_13C-0 15N-1,163.110055,10.21,1,HILIC,Carnitine,C7H15NO3,162.113019,7,N,1,16,13C-0 15N-1,166,New,Carnitine,Carnitine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00487,HILICPos,NA,1,Mix1,170331,CHEBI:17126,Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
Carnitine_13C-1 15N-0,163.116373,10.21,1,HILIC,Carnitine,C7H15NO3,162.113019,7,N,1,16,13C-1 15N-0,166,New,Carnitine,Carnitine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00487,HILICPos,NA,1,Mix1,170331,CHEBI:17126,Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
Carnitine_13C-1 15N-1,164.113409,10.21,1,HILIC,Carnitine,C7H15NO3,162.113019,7,N,1,16,13C-1 15N-1,166,New,Carnitine,Carnitine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00487,HILICPos,NA,1,Mix1,170331,CHEBI:17126,Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
Carnitine_13C-2 15N-0,164.119727,10.21,1,HILIC,Carnitine,C7H15NO3,162.113019,7,N,1,16,13C-2 15N-0,166,New,Carnitine,Carnitine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00487,HILICPos,NA,1,Mix1,170331,CHEBI:17126,Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
