Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,all.area,MID,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),total.GBT.nM.in.sample,total.GBT.nM.in.sample.sd,GBT.nM,GBT.nM.sd
Glycine betaine,200605_Smp_GBTFate1MT50-pos_B,Glycine betaine_13C-4 15N-1,7.99,140892528,1512443,8370363,HILICPos,1,4,200605,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,140892528,123.097256,7.86,HILIC,992701,139899827,139899827,6508570849,0.021494707554961117,900,2,50,14,2.1730518774890673,0.09958094572540185,0.04670911460838669,0.0021404633064139684
Glycine betaine,200605_Smp_GBTFate1MT50-pos_C,Glycine betaine_13C-4 15N-1,7.98,203655168,1632741,10849302,HILICPos,1,4,200605,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,203655168,123.097256,7.86,HILIC,992701,202662467,202662467,9397733538,0.02156503652508646,900,2,50,14,2.7974322586842186,0.12819341903811637,0.06032672883498029,0.0027644957638326933
Glycine betaine,200605_Smp_GBTFate1MT8-pos_A,Glycine betaine_13C-4 15N-1,7.96,43441452,412966,2717450,HILICPos,1,4,200605,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,43441452,123.097256,7.86,HILIC,992701,42448751,42448751,2521587362,0.01683413854292628,1600,2,9,4.5,0.8143415700600675,0.03731751852320797,0.013708738811655283,6.282082768979007e-4
Glycine betaine,200605_Smp_GBTFate1MT8-pos_B,Glycine betaine_13C-4 15N-1,7.98,57692464,536488,3493287,HILICPos,1,4,200605,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,57692464,123.097256,7.86,HILIC,992701,56699763,56699763,3453940543,0.016415963822802842,1600,2,9,4.5,1.1177663241327487,0.051222075648631266,0.018349211539310517,8.408597407768012e-4
Glycine betaine,200605_Smp_GBTFate1MT8-pos_C,Glycine betaine_13C-4 15N-1,7.99,64501332,722348,3891782,HILICPos,1,4,200605,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,64501332,123.097256,7.86,HILIC,992701,63508631,63508631,4061483873,0.015636804918072858,1600,2,9,4.5,1.3297617354890288,0.06093684765706445,0.020793224845359944,9.528575991358418e-4
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_A,Glycine betaine_13C-4 15N-1,8.02,210551552,1670040,11573533,HILICPos,1,4,200605,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,210551552,123.097256,7.86,HILIC,992701,209558851,209558851,9850634590,0.02127363969147088,800,1.9,98,48,3.2138423514111882,0.14727557316103954,0.06837012420911116,0.0031330874787828143
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_B,Glycine betaine_13C-4 15N-1,8.01,231335280,3210395,14729791,HILICPos,1,4,200605,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,231335280,123.097256,7.86,HILIC,992701,230342579,230342579,10695325516,0.021536752542539443,800,1.8,98,48,3.9961915849558793,0.18312703044605574,0.08606498927777326,0.0039439615385667886
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_C,Glycine betaine_13C-4 15N-1,7.97,298498912,2886377,17221934,HILICPos,1,4,200605,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,298498912,123.097256,7.86,HILIC,992701,297506211,297506211,14009136281,0.02123658482810929,800,2,98,48,4.5695424208749476,0.20940105504009482,0.0970414752465547,0.004446963268454555
Glycine betaine,200605_Smp_GBTFate2MT0-pos_A,Glycine betaine_13C-4 15N-1,8.01,8247066,6206,533108,HILICPos,1,4,200605,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,8247066,123.097256,7.86,HILIC,992701,7254365,7254365,1896092748,0.0038259547206495616,700,2,0.3,0,0.6581653957833515,0.030160684719396123,0.002518111002965501,1.153934140801967e-4
Glycine betaine,200605_Smp_GBTFate2MT0-pos_B,Glycine betaine_13C-4 15N-1,7.98,10138621,60295,657911,HILICPos,1,4,200605,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,10138621,123.097256,7.86,HILIC,992701,9145920,9145920,1949568457,0.004691253578278426,700,2,0.3,0,0.6843021363424275,0.03135841100012333,0.0032102348457399847,1.4711025781345414e-4
Glycine betaine,200605_Smp_GBTFate2MT0-pos_C,Glycine betaine_13C-4 15N-1,7.96,6609098,69475,455363,HILICPos,1,4,200605,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,6609098,123.097256,7.86,HILIC,992701,5616397,5616397,1358236514,0.004135065536899562,700,2,0.3,0,0.47435566327627077,0.021737532384101574,0.0019614917554468406,8.98861210187366e-5
Glycine betaine,200605_Smp_GBTFate2MT12-pos_A,Glycine betaine_13C-4 15N-1,7.95,72622616,895710,4154427,HILICPos,1,4,200605,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,72622616,123.097256,7.86,HILIC,992701,71629915,71629915,3866920690,0.01852376108598183,1900,2,13,7,1.2168564699758444,0.05576292004233492,0.022540758525763763,0.00103293900832092
Glycine betaine,200605_Smp_GBTFate2MT12-pos_B,Glycine betaine_13C-4 15N-1,7.96,93335432,1256833,5919910,HILICPos,1,4,200605,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,93335432,123.097256,7.86,HILIC,992701,92342731,92342731,4805483349,0.019216117150674575,1900,2,13,7,1.5187788803841433,0.06959863168622438,0.029185032891432067,0.0013374154600091393
Glycine betaine,200605_Smp_GBTFate2MT12-pos_C,Glycine betaine_13C-4 15N-1,7.99,75578136,924506,4427433,HILICPos,1,4,200605,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,75578136,123.097256,7.86,HILIC,992701,74585435,74585435,3991647111,0.018685377972030855,1900,2,13,7,1.253344034731659,0.05743497685940425,0.023419207017951214,0.001073194251432814
Glycine betaine,200605_Smp_GBTFate2MT24-pos_A,Glycine betaine_13C-4 15N-1,8,90049720,1171835,5611134,HILICPos,1,4,200605,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,90049720,123.097256,7.86,HILIC,992701,89057019,89057019,4411979127,0.020185276592764805,700,2,25,12,1.484464650151627,0.0680261687672344,0.02996432955549243,0.0013731270321127246
Glycine betaine,200605_Smp_GBTFate2MT24-pos_B,Glycine betaine_13C-4 15N-1,7.97,128069872,1069418,7080906,HILICPos,1,4,200605,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,128069872,123.097256,7.86,HILIC,992701,127077171,127077171,6232642520,0.020388971546534327,700,2,25,12,1.9003603435931633,0.08708475034324573,0.0387463929736832,0.0017755684968854826
Glycine betaine,200605_Smp_GBTFate2MT24-pos_C,Glycine betaine_13C-4 15N-1,7.99,118875616,1309363,7475784,HILICPos,1,4,200605,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,118875616,123.097256,7.86,HILIC,992701,117882915,117882915,5813655157,0.02027690184858345,700,2,25,12,1.8894195807644454,0.0865833856401168,0.03831157538995235,0.001755642812342698
Glycine betaine,200605_Smp_GBTFate2MT48-pos_A,Glycine betaine_13C-4 15N-1,7.94,120786992,1159411,7046191,HILICPos,1,4,200605,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,120786992,123.097256,7.86,HILIC,992701,119794291,119794291,5761912670,0.020790716184179863,900,2,51,26,1.780396199417159,0.0815873468739882,0.03701571207747465,0.0016962593730773232
Glycine betaine,200605_Smp_GBTFate2MT48-pos_B,Glycine betaine_13C-4 15N-1,7.97,152534144,1580864,8818449,HILICPos,1,4,200605,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,152534144,123.097256,7.86,HILIC,992701,151541443,151541443,7017527197,0.021594706902565923,900,2,51,26,2.3208271553496553,0.10635280519025508,0.050117582191291636,0.0022966576563492502
Glycine betaine,200605_Smp_GBTFate2MT48-pos_C,Glycine betaine_13C-4 15N-1,7.95,154636912,1449710,9094389,HILICPos,1,4,200605,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,154636912,123.097256,7.86,HILIC,992701,153644211,153644211,7415374127,0.020719684316475487,900,2,51,26,2.253467142919579,0.10326600647580719,0.046691127818843624,0.0021396390548018385
Glycine betaine,200605_Smp_GBTFate2MT5-pos_A,Glycine betaine_13C-4 15N-1,8.02,43773636,413616,2631966,HILICPos,1,4,200605,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,43773636,123.097256,7.86,HILIC,992701,42780935,42780935,2365046706,0.018088833041422395,1300,2,6,5.75,0.823149447946153,0.03772114294599152,0.014889812932036976,6.823314568816688e-4
Glycine betaine,200605_Smp_GBTFate2MT5-pos_B,Glycine betaine_13C-4 15N-1,7.96,80706576,1044349,4813808,HILICPos,1,4,200605,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,80706576,123.097256,7.86,HILIC,992701,79713875,79713875,4361279685,0.018277634262751943,1300,2,6,5.75,1.3939611934709615,0.06387881273720147,0.025478312870731434,0.0011675535763493888
Glycine betaine,200605_Smp_GBTFate2MT5-pos_C,Glycine betaine_13C-4 15N-1,7.97,53968792,702129,3367153,HILICPos,1,4,200605,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,53968792,123.097256,7.86,HILIC,992701,52976091,52976091,2867442665,0.018475030607107187,1300,2,6,5.75,0.8580203448942914,0.03931911533328724,0.015851952133442697,7.264218592268592e-4
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_A,Glycine betaine_13C-4 15N-1,7.96,145861184,1854303,9423102,HILICPos,1,4,200605,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,145861184,123.097256,7.86,HILIC,992701,144868483,144868483,6626422340,0.021862247162471083,1000,2,100,49,2.209071236614829,0.10123154683774656,0.04829526137437903,0.002213149097606083
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_B,Glycine betaine_13C-4 15N-1,7.96,141336240,1816077,8385860,HILICPos,1,4,200605,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,141336240,123.097256,7.86,HILIC,992701,140343539,140343539,6364756511,0.022050103371189275,1000,2,100,49,2.0969638312654117,0.09609418147469986,0.04623826924504743,0.0021188866348869533
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_C,Glycine betaine_13C-4 15N-1,7.97,146594592,944374,8333646,HILICPos,1,4,200605,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,146594592,123.097256,7.86,HILIC,992701,145601891,145601891,6258701003,0.023263915456291688,1000,2,100,49,1.9351222060015731,0.08867772618043818,0.04501851939801327,0.002062991124717898
Glycine betaine,200605_Smp_GBTFate1MT0-pos_A,Glycine betaine_13C-5 15N-0,7.96,1312991,0,93151,HILICPos,0,5,200605,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,1312991,123.103574,7.86,HILIC,270840,1042151,1042151,1416111462,7.359244155316356e-4,900,2,0.5,0,0.46883913404280114,0.021484735290814735,3.450301656988066e-4,1.5811141261744738e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_B,Glycine betaine_13C-5 15N-0,8.02,1461138,0,102797,HILICPos,0,5,200605,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,1461138,123.103574,7.86,HILIC,270840,1190298,1190298,1582791441,7.520245366300284e-4,900,2,0.5,0,0.5416364454577615,0.02482070034165592,4.073238969173087e-4,1.866577567326658e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_C,Glycine betaine_13C-5 15N-0,7.94,2281800,7160,160418,HILICPos,0,5,200605,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,2281800,123.103574,7.86,HILIC,270840,2010960,2010960,2384071873,8.434980600939291e-4,900,1.95,0.5,0,0.8268328671124805,0.03788993705895573,6.974319194312788e-4,3.196008840631023e-5
Glycine betaine,200605_Smp_GBTFate1MT12-pos_A,Glycine betaine_13C-5 15N-0,7.99,23578824,227870,1445848,HILICPos,0,5,200605,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,23578824,123.103574,7.86,HILIC,270840,23307984,23307984,4370402808,0.005333143196168293,1930,2,12.5,3.5,1.3172142302747538,0.06036185336048296,0.007024892110085858,3.219184075575679e-4
Glycine betaine,200605_Smp_GBTFate1MT12-pos_B,Glycine betaine_13C-5 15N-0,7.98,17622800,126223,1163611,HILICPos,0,5,200605,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,17622800,123.103574,7.86,HILIC,270840,17351960,17351960,3081739350,0.005630573526602761,1930,2,12.5,3.5,1.041704299592832,0.047736503851686554,0.005865392651835672,2.6878389483987703e-4
Glycine betaine,200605_Smp_GBTFate1MT12-pos_C,Glycine betaine_13C-5 15N-0,7.98,19910400,0,1229849,HILICPos,0,5,200605,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,19910400,123.103574,7.86,HILIC,270840,19639560,19639560,3418932086,0.0057443551103050485,1930,2,12.5,3.5,1.0876936292472323,0.04984398273320971,0.006248098457612584,2.863215369314698e-4
Glycine betaine,200605_Smp_GBTFate1MT36-pos_A,Glycine betaine_13C-5 15N-0,8,54197696,572808,3309057,HILICPos,0,5,200605,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,54197696,123.103574,7.86,HILIC,270840,53926856,53926856,8042021606,0.006705634309632567,1900,2,36,23.5,2.603777343824155,0.11931910740022758,0.017459978691391206,8.001103003776991e-4
Glycine betaine,200605_Smp_GBTFate1MT36-pos_B,Glycine betaine_13C-5 15N-0,8,53591784,723684,3258815,HILICPos,0,5,200605,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,53591784,123.103574,7.86,HILIC,270840,53320944,53320944,7951864951,0.006705463979653545,1900,2,36,23.5,2.691209204120955,0.12332570633377299,0.01804580637994515,8.269560815864459e-4
Glycine betaine,200605_Smp_GBTFate1MT36-pos_C,Glycine betaine_13C-5 15N-0,7.96,68089880,894467,4065089,HILICPos,0,5,200605,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,68089880,123.103574,7.86,HILIC,270840,67819040,67819040,10312259693,0.0065765450074958655,1900,2,36,23.5,3.2427091296512245,0.14859840447812236,0.021325822537369022,9.77264095092447e-4
Glycine betaine,200605_Smp_GBTFate1MT4-pos_A,Glycine betaine_13C-5 15N-0,7.97,7383157,0,460393,HILICPos,0,5,200605,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,7383157,123.103574,7.86,HILIC,270840,7112317,7112317,1887726747,0.0037676623543651047,1200,2,4.5,4.25,0.6318983026278011,0.02895698498034095,0.0023807794465979747,1.0910014220634637e-4
Glycine betaine,200605_Smp_GBTFate1MT4-pos_B,Glycine betaine_13C-5 15N-0,8,14677251,187274,936894,HILICPos,0,5,200605,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,14677251,123.103574,7.86,HILIC,270840,14406411,14406411,3258720826,0.004420879163706551,1200,2,4.5,4.25,1.0346583424523355,0.04741362013093432,0.004574099507702687,2.0960988531274502e-4
Glycine betaine,200605_Smp_GBTFate1MT4-pos_C,Glycine betaine_13C-5 15N-0,7.94,10108728,91492,654113,HILICPos,0,5,200605,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,10108728,123.103574,7.86,HILIC,270840,9837888,9837888,2487934877,0.003954238549789823,1200,2,4.5,4.25,0.8503859534363009,0.03896926638154336,0.003362628919277594,1.540937753829273e-4
Glycine betaine,200605_Smp_GBTFate1MT50-pos_A,Glycine betaine_13C-5 15N-0,7.98,61028552,814386,3887794,HILICPos,0,5,200605,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,61028552,123.103574,7.86,HILIC,270840,60757712,60757712,9019146847,0.006736525419830544,900,2,50,14,2.8746007932837676,0.13172969708802001,0.019364821315821148,8.874004529800244e-4
Glycine betaine,200605_Smp_GBTFate1MT50-pos_B,Glycine betaine_13C-5 15N-0,8,45331640,490683,2776727,HILICPos,0,5,200605,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,45331640,123.103574,7.86,HILIC,270840,45060800,45060800,6508570849,0.006923301757854153,900,2,50,14,2.1730518774890673,0.09958094572540185,0.015044693883328327,6.894289365894537e-4
Glycine betaine,200605_Smp_GBTFate1MT50-pos_C,Glycine betaine_13C-5 15N-0,7.92,66968372,477497,3760740,HILICPos,0,5,200605,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,66968372,123.103574,7.86,HILIC,270840,66697532,66697532,9397733538,0.007097193353089514,900,2,50,14,2.7974322586842186,0.12819341903811637,0.019853917632051823,9.098134815071383e-4
Glycine betaine,200605_Smp_GBTFate1MT8-pos_A,Glycine betaine_13C-5 15N-0,7.98,13180003,138717,867299,HILICPos,0,5,200605,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,13180003,123.103574,7.86,HILIC,270840,12909163,12909163,2521587362,0.005119458954521839,1600,2,9,4.5,0.8143415700600675,0.03731751852320797,0.0041689882428833855,1.9104550436417161e-4
Glycine betaine,200605_Smp_GBTFate1MT8-pos_B,Glycine betaine_13C-5 15N-0,7.99,18162650,222791,1178504,HILICPos,0,5,200605,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,18162650,123.103574,7.86,HILIC,270840,17891810,17891810,3453940543,0.0051801152270153595,1600,2,9,4.5,1.1177663241327487,0.051222075648631266,0.005790158355885038,2.653362540268075e-4
Glycine betaine,200605_Smp_GBTFate1MT8-pos_C,Glycine betaine_13C-5 15N-0,7.99,21005862,18472,1256205,HILICPos,0,5,200605,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,21005862,123.103574,7.86,HILIC,270840,20735022,20735022,4061483873,0.0051052823668321385,1600,2,9,4.5,1.3297617354890288,0.06093684765706445,0.006788809140280241,3.1109981383394746e-4
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_A,Glycine betaine_13C-5 15N-0,8.03,67787704,779597,3863863,HILICPos,0,5,200605,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,67787704,123.103574,7.86,HILIC,270840,67516864,67516864,9850634590,0.006854062383812371,800,1.9,98,48,3.2138423514111882,0.14727557316103954,0.022027875968310524,0.0010094359660574878
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_B,Glycine betaine_13C-5 15N-0,8.01,74118632,899591,4816941,HILICPos,0,5,200605,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,74118632,123.103574,7.86,HILIC,270840,73847792,73847792,10695325516,0.006904679234823207,800,1.8,98,48,3.9961915849558793,0.18312703044605574,0.027592421055020102,0.0012644334044557184
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_C,Glycine betaine_13C-5 15N-0,7.97,97679904,784422,5759519,HILICPos,0,5,200605,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,97679904,123.103574,7.86,HILIC,270840,97409064,97409064,14009136281,0.006953252652136149,800,2,98,48,4.5695424208749476,0.20940105504009482,0.03177318295699737,0.001456018441317647
Glycine betaine,200605_Smp_GBTFate2MT0-pos_A,Glycine betaine_13C-5 15N-0,8.01,2289831,8341,154323,HILICPos,0,5,200605,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,2289831,123.103574,7.86,HILIC,270840,2018991,2018991,1896092748,0.0010648165824850252,700,2,0.3,0,0.6581653957833515,0.030160684719396123,7.008254274479324e-4,3.21155972283157e-5
Glycine betaine,200605_Smp_GBTFate2MT0-pos_B,Glycine betaine_13C-5 15N-0,8.01,2775515,38346,210862,HILICPos,0,5,200605,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,2775515,123.103574,7.86,HILIC,270840,2504675,2504675,1949568457,0.0012847330346399833,700,2,0.3,0,0.6843021363424275,0.03135841100012333,8.791455602338305e-4,4.0287186525676275e-5
Glycine betaine,200605_Smp_GBTFate2MT0-pos_C,Glycine betaine_13C-5 15N-0,7.96,1834651,0,140090,HILICPos,0,5,200605,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,1834651,123.103574,7.86,HILIC,270840,1563811,1563811,1358236514,0.0011513539680910094,700,2,0.3,0,0.47435566327627077,0.021737532384101574,5.46151275199577e-4,2.502759416694217e-5
Glycine betaine,200605_Smp_GBTFate2MT12-pos_A,Glycine betaine_13C-5 15N-0,8,22996230,0,1368377,HILICPos,0,5,200605,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,22996230,123.103574,7.86,HILIC,270840,22725390,22725390,3866920690,0.005876869949458415,1900,2,13,7,1.2168564699758444,0.05576292004233492,0.007151307221205086,3.277114290908505e-4
Glycine betaine,200605_Smp_GBTFate2MT12-pos_B,Glycine betaine_13C-5 15N-0,7.96,29575800,402086,1949020,HILICPos,0,5,200605,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,29575800,123.103574,7.86,HILIC,270840,29304960,29304960,4805483349,0.006098233595190426,1900,2,13,7,1.5187788803841433,0.06959863168622438,0.009261868392024284,4.244287139282184e-4
Glycine betaine,200605_Smp_GBTFate2MT12-pos_C,Glycine betaine_13C-5 15N-0,7.99,24181548,166245,1463810,HILICPos,0,5,200605,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,24181548,123.103574,7.86,HILIC,270840,23910708,23910708,3991647111,0.005990185839351368,1900,2,13,7,1.253344034731659,0.05743497685940425,0.007507763688685092,3.440461850666768e-4
Glycine betaine,200605_Smp_GBTFate2MT24-pos_A,Glycine betaine_13C-5 15N-0,8,29026686,284866,1908950,HILICPos,0,5,200605,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,29026686,123.103574,7.86,HILIC,270840,28755846,28755846,4411979127,0.006517674987178152,700,2,25,12,1.484464650151627,0.0680261687672344,0.009675258119643424,4.433724586477632e-4
Glycine betaine,200605_Smp_GBTFate2MT24-pos_B,Glycine betaine_13C-5 15N-0,7.97,41151428,436521,2398653,HILICPos,0,5,200605,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,41151428,123.103574,7.86,HILIC,270840,40880588,40880588,6232642520,0.006559110019356605,700,2,25,12,1.9003603435931633,0.08708475034324573,0.012464672570049877,5.711984585095516e-4
Glycine betaine,200605_Smp_GBTFate2MT24-pos_C,Glycine betaine_13C-5 15N-0,7.99,37988792,456883,2350759,HILICPos,0,5,200605,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,37988792,123.103574,7.86,HILIC,270840,37717952,37717952,5813655157,0.006487820653515243,700,2,25,12,1.8894195807644454,0.0865833856401168,0.01225821537923968,5.617374776072249e-4
Glycine betaine,200605_Smp_GBTFate2MT48-pos_A,Glycine betaine_13C-5 15N-0,7.96,38128388,519535,2227732,HILICPos,0,5,200605,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,38128388,123.103574,7.86,HILIC,270840,37857548,37857548,5761912670,0.006570309230320216,900,2,51,26,1.780396199417159,0.0815873468739882,0.011697753582657592,5.36054098243502e-4
Glycine betaine,200605_Smp_GBTFate2MT48-pos_B,Glycine betaine_13C-5 15N-0,7.97,49011124,648500,2860372,HILICPos,0,5,200605,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,49011124,123.103574,7.86,HILIC,270840,48740284,48740284,7017527197,0.006945506961602731,900,2,51,26,2.3208271553496553,0.10635280519025508,0.016119321164157693,7.386741488348957e-4
Glycine betaine,200605_Smp_GBTFate2MT48-pos_C,Glycine betaine_13C-5 15N-0,7.96,49798768,602163,3024959,HILICPos,0,5,200605,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,49798768,123.103574,7.86,HILIC,270840,49527928,49527928,7415374127,0.006679086874344567,900,2,51,26,2.253467142919579,0.10326600647580719,0.015051102816040912,6.897226284185449e-4
Glycine betaine,200605_Smp_GBTFate2MT5-pos_A,Glycine betaine_13C-5 15N-0,8.01,13995568,148546,896780,HILICPos,0,5,200605,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,13995568,123.103574,7.86,HILIC,270840,13724728,13724728,2365046706,0.005803153047752115,1300,2,6,5.75,0.823149447946153,0.03772114294599152,0.004776862227604189,2.1890156565172392e-4
Glycine betaine,200605_Smp_GBTFate2MT5-pos_B,Glycine betaine_13C-5 15N-0,7.93,25504470,297969,1699488,HILICPos,0,5,200605,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,25504470,123.103574,7.86,HILIC,270840,25233630,25233630,4361279685,0.0057858316417512675,1300,2,6,5.75,1.3939611934709615,0.06387881273720147,0.008065224780557649,3.6959205597240414e-4
Glycine betaine,200605_Smp_GBTFate2MT5-pos_C,Glycine betaine_13C-5 15N-0,7.98,17029906,102174,1080663,HILICPos,0,5,200605,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,17029906,123.103574,7.86,HILIC,270840,16759066,16759066,2867442665,0.005844603696722912,1300,2,6,5.75,0.8580203448942914,0.03931911533328724,0.005014788879632644,2.2980464682880516e-4
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_A,Glycine betaine_13C-5 15N-0,7.96,46604148,526466,2973048,HILICPos,0,5,200605,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,46604148,123.103574,7.86,HILIC,270840,46333308,46333308,6626422340,0.00699220569149536,1000,2,100,49,2.209071236614829,0.10123154683774656,0.015446280473576898,7.078317979577705e-4
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_B,Glycine betaine_13C-5 15N-0,7.98,44934320,641651,2815406,HILICPos,0,5,200605,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,44934320,123.103574,7.86,HILIC,270840,44663480,44663480,6364756511,0.007017311647791957,1000,2,100,49,2.0969638312654117,0.09609418147469986,0.014715048718137223,6.743228189474455e-4
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_C,Glycine betaine_13C-5 15N-0,7.96,46574472,487612,2728083,HILICPos,0,5,200605,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,46574472,123.103574,7.86,HILIC,270840,46303632,46303632,6258701003,0.007398281524841202,1000,2,100,49,1.9351222060015731,0.08867772618043818,0.01431657886497139,6.560627832656627e-4
